Member_number,Date,productId,items,productName,price,Category
3637,2015-07-10,16,2,butter milk,6.1,Dairy
1353,2015-02-09,17,2,bottled water,0.5,Beverages
3257,2015-02-13,4,2,other vegetables,0.8,Fresh Food
2524,2015-09-10,74,2,whipped/sour cream,5.5,Dairy
2035,2015-12-23,2,2,whole milk,1.8,Dairy
3658,2015-09-26,8,1,beef,19.5,Fresh Food
1901,2015-11-29,2,3,whole milk,1.8,Dairy
3247,2015-01-13,5,3,rolls/buns,1.2,Bakery & Sweets
4308,2015-01-24,44,2,newspapers,3.2,Specialty & Seasonal
1305,2015-05-24,4,2,other vegetables,0.8,Fresh Food
1011,2015-12-09,40,1,grapes,9.4,Fresh Food
2234,2015-07-29,74,1,whipped/sour cream,5.5,Dairy
3744,2015-12-08,11,2,butter,3.2,Dairy
2903,2015-08-08,50,1,bottled beer,1.8,Beverages
3036,2015-07-12,18,1,yogurt,2.2,Dairy
2465,2015-12-27,45,2,curd,9.8,Dairy
1233,2015-03-20,70,2,margarine,3.5,Pantry Staples
1366,2015-05-29,74,2,whipped/sour cream,5.5,Dairy
3741,2015-08-06,69,2,domestic eggs,1.25,Fresh Food
2230,2015-05-28,60,3,cream cheese,6.3,Dairy
1206,2015-05-15,35,3,sugar,1.2,Bakery & Sweets
3690,2015-04-24,3,2,pip fruit,3.0,Fresh Food
3620,2015-06-18,18,1,yogurt,2.2,Dairy
4759,2015-02-20,112,2,baby cosmetics,25.5,Personal Care
3543,2015-10-11,2,3,whole milk,1.8,Dairy
2792,2015-07-29,107,1,liver loaf,8.5,Fresh Food
1929,2015-07-10,4,3,other vegetables,0.8,Fresh Food
2433,2015-08-23,4,2,other vegetables,0.8,Fresh Food
4941,2015-01-15,21,3,hamburger meat,12.3,Fresh Food
3547,2015-10-07,4,3,other vegetables,0.8,Fresh Food
1290,2015-04-24,28,3,misc. beverages,1.2,Beverages
4207,2015-08-28,32,1,red/blush wine,12.2,Beverages
2107,2015-03-01,11,3,butter,3.2,Dairy
3050,2015-03-11,40,1,grapes,9.4,Fresh Food
3814,2015-07-21,2,2,whole milk,1.8,Dairy
4875,2015-09-13,7,2,citrus fruit,1.5,Fresh Food
3691,2015-08-08,18,3,yogurt,2.2,Dairy
2433,2015-03-14,71,1,shopping bags,5.12,Household & Hygiene
4757,2015-01-09,142,2,seasonal products,5.4,Specialty & Seasonal
1407,2015-04-29,17,1,bottled water,0.5,Beverages
4718,2015-06-12,23,1,pork,7.2,Fresh Food
1240,2015-04-14,5,3,rolls/buns,1.2,Bakery & Sweets
1792,2015-08-15,69,3,domestic eggs,1.25,Fresh Food
4486,2015-11-09,1,1,tropical fruit,7.8,Fresh Food
1757,2015-06-15,13,1,packaged fruit/vegetables,3.5,Fresh Food
2186,2015-07-01,108,3,zwieback,12.3,Snacks
3752,2015-04-15,3,1,pip fruit,3.0,Fresh Food
3051,2015-11-29,4,3,other vegetables,0.8,Fresh Food
3688,2015-10-23,5,1,rolls/buns,1.2,Bakery & Sweets
4676,2015-01-15,2,3,whole milk,1.8,Dairy
2142,2015-06-25,129,1,mayonnaise,1.8,Specialty & Seasonal
4939,2015-06-29,2,3,whole milk,1.8,Dairy
1806,2015-07-06,38,1,soda,0.8,Beverages
1595,2015-10-05,74,2,whipped/sour cream,5.5,Dairy
2086,2015-03-09,4,2,other vegetables,0.8,Fresh Food
4251,2015-10-03,121,1,sweet spreads,5.4,Bakery & Sweets
2689,2015-04-30,2,2,whole milk,1.8,Dairy
2560,2015-11-26,8,1,beef,19.5,Fresh Food
2393,2015-04-17,2,1,whole milk,1.8,Dairy
1669,2015-08-19,2,2,whole milk,1.8,Dairy
3500,2015-04-21,1,1,tropical fruit,7.8,Fresh Food
1213,2015-03-03,44,3,newspapers,3.2,Specialty & Seasonal
4598,2015-11-18,4,1,other vegetables,0.8,Fresh Food
1404,2015-05-03,5,1,rolls/buns,1.2,Bakery & Sweets
1758,2015-02-26,17,2,bottled water,0.5,Beverages
1265,2015-03-07,4,3,other vegetables,0.8,Fresh Food
1006,2015-06-14,34,1,flour,2.1,Pantry Staples
2779,2015-10-17,22,1,root vegetables,1.8,Fresh Food
4457,2015-09-03,5,1,rolls/buns,1.2,Bakery & Sweets
2532,2015-07-06,82,1,pet care,5.8,Pet Care
2811,2015-02-23,66,1,onions,1.3,Fresh Food
4004,2015-05-10,30,1,turkey,12.5,Fresh Food
1737,2015-05-09,22,3,root vegetables,1.8,Fresh Food
3266,2015-10-25,22,3,root vegetables,1.8,Fresh Food
4981,2015-01-10,70,1,margarine,3.5,Pantry Staples
1934,2015-08-06,12,1,fruit/vegetable juice,2.1,Beverages
2512,2015-01-19,53,2,specialty chocolate,18.8,Bakery & Sweets
3400,2015-03-04,2,3,whole milk,1.8,Dairy
4301,2015-05-01,2,3,whole milk,1.8,Dairy
2997,2015-12-30,20,1,brown bread,0.8,Bakery & Sweets
1098,2015-08-05,53,3,specialty chocolate,18.8,Bakery & Sweets
2208,2015-07-30,27,3,coffee,8.5,Beverages
3672,2015-05-28,10,2,chicken,7.2,Fresh Food
3651,2015-01-24,4,2,other vegetables,0.8,Fresh Food
3957,2015-05-15,59,3,hard cheese,4.5,Dairy
2986,2015-01-11,22,3,root vegetables,1.8,Fresh Food
4433,2015-05-25,2,3,whole milk,1.8,Dairy
3822,2015-05-27,2,1,whole milk,1.8,Dairy
4588,2015-04-30,1,2,tropical fruit,7.8,Fresh Food
2622,2015-07-17,5,1,rolls/buns,1.2,Bakery & Sweets
2117,2015-05-02,7,2,citrus fruit,1.5,Fresh Food
1780,2015-07-12,128,2,soft cheese,7.2,Dairy
3819,2015-04-12,38,2,soda,0.8,Beverages
1884,2015-12-11,4,3,other vegetables,0.8,Fresh Food
2595,2015-01-23,18,2,yogurt,2.2,Dairy
3046,2015-03-31,44,1,newspapers,3.2,Specialty & Seasonal
3228,2015-01-26,4,2,other vegetables,0.8,Fresh Food
2251,2015-06-23,82,1,pet care,5.8,Pet Care
2368,2015-11-11,4,2,other vegetables,0.8,Fresh Food
2573,2015-01-03,1,2,tropical fruit,7.8,Fresh Food
4701,2015-04-30,38,3,soda,0.8,Beverages
4384,2015-05-25,121,1,sweet spreads,5.4,Bakery & Sweets
1998,2015-05-18,136,2,dishes,6.8,Specialty & Seasonal
4583,2015-02-23,50,2,bottled beer,1.8,Beverages
2043,2015-04-21,119,1,long life bakery product,9.9,Bakery & Sweets
2201,2015-05-22,36,2,frozen meals,9.7,Frozen & Processed Food
3522,2015-09-23,40,3,grapes,9.4,Fresh Food
3922,2015-08-28,59,1,hard cheese,4.5,Dairy
2636,2015-09-11,24,3,pastry,3.1,Bakery & Sweets
1092,2015-07-27,80,1,salty snack,0.5,Snacks
2711,2015-09-13,11,1,butter,3.2,Dairy
3899,2015-04-22,16,1,butter milk,6.1,Dairy
4372,2015-07-30,22,2,root vegetables,1.8,Fresh Food
4576,2015-08-05,28,1,misc. beverages,1.2,Beverages
4953,2015-10-10,131,1,roll products,8.6,Specialty & Seasonal
4692,2015-10-27,14,1,chocolate,11.5,Bakery & Sweets
1170,2015-11-12,5,3,rolls/buns,1.2,Bakery & Sweets
2625,2015-04-08,7,1,citrus fruit,1.5,Fresh Food
2394,2015-08-30,2,2,whole milk,1.8,Dairy
4277,2015-02-18,11,1,butter,3.2,Dairy
3170,2015-01-17,115,1,waffles,2.5,Bakery & Sweets
2229,2015-10-25,57,3,meat,8.5,Fresh Food
2944,2015-02-01,119,2,long life bakery product,9.9,Bakery & Sweets
2582,2015-03-06,40,2,grapes,9.4,Fresh Food
1373,2015-05-10,25,2,canned beer,1.1,Beverages
1366,2015-10-25,24,1,pastry,3.1,Bakery & Sweets
3469,2015-05-10,123,1,mustard,5.2,Pantry Staples
4012,2015-05-16,2,2,whole milk,1.8,Dairy
2031,2015-02-26,52,2,dog food,12.6,Pet Care
2459,2015-09-16,36,3,frozen meals,9.7,Frozen & Processed Food
4377,2015-02-23,38,2,soda,0.8,Beverages
1534,2015-08-13,61,1,liquor,8.5,Beverages
2051,2015-07-23,4,1,other vegetables,0.8,Fresh Food
3430,2015-01-26,20,1,brown bread,0.8,Bakery & Sweets
1567,2015-03-13,65,3,candy,3.6,Bakery & Sweets
2972,2015-05-21,27,2,coffee,8.5,Beverages
1287,2015-08-28,40,1,grapes,9.4,Fresh Food
4776,2015-08-08,38,3,soda,0.8,Beverages
2271,2015-08-04,17,3,bottled water,0.5,Beverages
4657,2015-08-15,14,1,chocolate,11.5,Bakery & Sweets
2344,2015-04-14,103,3,semi-finished bread,1.1,Frozen & Processed Food
1482,2015-07-06,128,3,soft cheese,7.2,Dairy
1278,2015-12-09,75,1,frozen vegetables,2.5,Frozen & Processed Food
4831,2015-11-13,2,3,whole milk,1.8,Dairy
1819,2015-11-11,13,1,packaged fruit/vegetables,3.5,Fresh Food
2687,2015-07-31,125,1,instant coffee,4.9,Frozen & Processed Food
4468,2015-03-24,83,3,white bread,0.3,Bakery & Sweets
4760,2015-04-02,24,1,pastry,3.1,Bakery & Sweets
2310,2015-03-24,40,1,grapes,9.4,Fresh Food
3924,2015-02-07,2,2,whole milk,1.8,Dairy
3517,2015-12-11,4,1,other vegetables,0.8,Fresh Food
3164,2015-09-30,71,2,shopping bags,5.12,Household & Hygiene
3245,2015-05-17,27,2,coffee,8.5,Beverages
2629,2015-12-06,12,2,fruit/vegetable juice,2.1,Beverages
1347,2015-09-15,24,2,pastry,3.1,Bakery & Sweets
1216,2015-08-25,124,3,specialty fat,4.5,Pantry Staples
4636,2015-04-10,1,3,tropical fruit,7.8,Fresh Food
1197,2015-11-22,76,1,sliced cheese,4.2,Dairy
1100,2015-03-12,163,1,pudding powder,4.9,Snacks
2054,2015-12-15,38,1,soda,0.8,Beverages
3761,2015-09-26,20,3,brown bread,0.8,Bakery & Sweets
4947,2015-09-14,119,2,long life bakery product,9.9,Bakery & Sweets
1032,2015-06-15,4,3,other vegetables,0.8,Fresh Food
3353,2015-08-14,69,3,domestic eggs,1.25,Fresh Food
4466,2015-08-20,7,1,citrus fruit,1.5,Fresh Food
2081,2015-01-22,113,1,spices,1.2,Pantry Staples
1800,2015-05-02,5,1,rolls/buns,1.2,Bakery & Sweets
3414,2015-10-23,2,2,whole milk,1.8,Dairy
2799,2015-08-12,39,2,detergent,5.5,Household & Hygiene
1634,2015-12-03,45,3,curd,9.8,Dairy
3481,2015-03-22,50,2,bottled beer,1.8,Beverages
3691,2015-08-24,20,1,brown bread,0.8,Bakery & Sweets
2811,2015-02-11,85,2,cling film/bags,2.2,Household & Hygiene
2758,2015-11-19,40,2,grapes,9.4,Fresh Food
2872,2015-09-19,71,2,shopping bags,5.12,Household & Hygiene
3339,2015-10-08,2,2,whole milk,1.8,Dairy
3483,2015-10-28,3,1,pip fruit,3.0,Fresh Food
3255,2015-04-29,4,1,other vegetables,0.8,Fresh Food
3462,2015-11-15,11,3,butter,3.2,Dairy
1355,2015-02-28,17,3,bottled water,0.5,Beverages
2952,2015-11-25,71,3,shopping bags,5.12,Household & Hygiene
2171,2015-06-19,131,2,roll products,8.6,Specialty & Seasonal
2693,2015-11-02,50,2,bottled beer,1.8,Beverages
1348,2015-06-13,14,1,chocolate,11.5,Bakery & Sweets
1112,2015-04-09,156,3,jam,5.22,Bakery & Sweets
2058,2015-02-24,32,1,red/blush wine,12.2,Beverages
2003,2015-11-23,20,3,brown bread,0.8,Bakery & Sweets
2166,2015-03-12,38,3,soda,0.8,Beverages
3113,2015-06-18,26,3,berries,10.8,Fresh Food
2830,2015-06-22,5,2,rolls/buns,1.2,Bakery & Sweets
3582,2015-06-17,2,3,whole milk,1.8,Dairy
4572,2015-08-19,16,3,butter milk,6.1,Dairy
1373,2015-07-19,122,2,soups,4.5,Frozen & Processed Food
2513,2015-11-06,50,3,bottled beer,1.8,Beverages
3050,2015-12-15,2,2,whole milk,1.8,Dairy
2563,2015-08-03,2,2,whole milk,1.8,Dairy
1055,2015-05-25,44,1,newspapers,3.2,Specialty & Seasonal
1887,2015-11-09,18,2,yogurt,2.2,Dairy
2391,2015-01-03,5,2,rolls/buns,1.2,Bakery & Sweets
3347,2015-04-24,70,2,margarine,3.5,Pantry Staples
4873,2015-09-03,115,3,waffles,2.5,Bakery & Sweets
1571,2015-05-24,2,1,whole milk,1.8,Dairy
3571,2015-10-21,7,3,citrus fruit,1.5,Fresh Food
4348,2015-04-11,5,2,rolls/buns,1.2,Bakery & Sweets
2400,2015-02-06,70,2,margarine,3.5,Pantry Staples
2867,2015-06-25,71,1,shopping bags,5.12,Household & Hygiene
2672,2015-07-12,115,1,waffles,2.5,Bakery & Sweets
1659,2015-08-07,17,2,bottled water,0.5,Beverages
4104,2015-11-30,6,2,pot plants,3.5,Household & Hygiene
1465,2015-02-03,1,3,tropical fruit,7.8,Fresh Food
3436,2015-03-27,64,2,UHT-milk,2.1,Dairy
4503,2015-02-17,2,3,whole milk,1.8,Dairy
3812,2015-07-28,33,1,frozen potato products,3.0,Frozen & Processed Food
2759,2015-07-27,5,3,rolls/buns,1.2,Bakery & Sweets
2019,2015-11-14,4,2,other vegetables,0.8,Fresh Food
3201,2015-01-24,1,3,tropical fruit,7.8,Fresh Food
1861,2015-08-12,131,3,roll products,8.6,Specialty & Seasonal
4524,2015-12-10,58,1,ice cream,1.8,Frozen & Processed Food
2680,2015-08-11,121,3,sweet spreads,5.4,Bakery & Sweets
3413,2015-01-31,69,2,domestic eggs,1.25,Fresh Food
4354,2015-01-16,73,3,oil,3.4,Pantry Staples
3608,2015-11-27,5,3,rolls/buns,1.2,Bakery & Sweets
3518,2015-10-26,24,3,pastry,3.1,Bakery & Sweets
3542,2015-07-11,35,2,sugar,1.2,Bakery & Sweets
2579,2015-04-08,56,3,white wine,14.2,Beverages
2650,2015-11-22,38,2,soda,0.8,Beverages
3499,2015-01-13,114,3,napkins,21.8,Household & Hygiene
2804,2015-01-18,4,1,other vegetables,0.8,Fresh Food
2975,2015-10-09,12,1,fruit/vegetable juice,2.1,Beverages
1783,2015-01-05,3,1,pip fruit,3.0,Fresh Food
1116,2015-11-29,5,2,rolls/buns,1.2,Bakery & Sweets
2578,2015-11-26,5,2,rolls/buns,1.2,Bakery & Sweets
4003,2015-12-23,7,2,citrus fruit,1.5,Fresh Food
3021,2015-01-30,76,3,sliced cheese,4.2,Dairy
3791,2015-01-23,2,2,whole milk,1.8,Dairy
1242,2015-04-04,4,2,other vegetables,0.8,Fresh Food
2290,2015-07-03,54,2,condensed milk,3.5,Dairy
4204,2015-05-06,71,2,shopping bags,5.12,Household & Hygiene
4100,2015-03-01,74,1,whipped/sour cream,5.5,Dairy
3085,2015-07-11,44,3,newspapers,3.2,Specialty & Seasonal
1944,2015-08-31,74,1,whipped/sour cream,5.5,Dairy
3845,2015-09-19,4,3,other vegetables,0.8,Fresh Food
2077,2015-03-01,2,3,whole milk,1.8,Dairy
1128,2015-07-05,27,1,coffee,8.5,Beverages
4130,2015-04-05,74,2,whipped/sour cream,5.5,Dairy
2496,2015-12-02,56,1,white wine,14.2,Beverages
3764,2015-08-01,18,3,yogurt,2.2,Dairy
2369,2015-10-17,74,3,whipped/sour cream,5.5,Dairy
4662,2015-08-25,35,2,sugar,1.2,Bakery & Sweets
4392,2015-08-13,100,1,chewing gum,0.5,Specialty & Seasonal
3259,2015-02-15,11,3,butter,3.2,Dairy
1839,2015-10-09,74,1,whipped/sour cream,5.5,Dairy
4376,2015-11-22,22,2,root vegetables,1.8,Fresh Food
1934,2015-02-03,49,2,beverages,1.1,Beverages
1158,2015-08-25,60,3,cream cheese,6.3,Dairy
2784,2015-03-19,52,2,dog food,12.6,Pet Care
4954,2015-06-10,64,3,UHT-milk,2.1,Dairy
2060,2015-07-26,124,3,specialty fat,4.5,Pantry Staples
4556,2015-01-10,25,2,canned beer,1.1,Beverages
2433,2015-12-27,26,2,berries,10.8,Fresh Food
1843,2015-02-24,103,1,semi-finished bread,1.1,Frozen & Processed Food
1793,2015-09-21,5,1,rolls/buns,1.2,Bakery & Sweets
3640,2015-10-08,24,3,pastry,3.1,Bakery & Sweets
2795,2015-03-12,104,1,cat food,11.2,Pet Care
2044,2015-09-26,71,3,shopping bags,5.12,Household & Hygiene
4742,2015-04-05,7,2,citrus fruit,1.5,Fresh Food
3584,2015-03-14,68,2,photo/film,11.9,Household & Hygiene
1957,2015-01-31,22,1,root vegetables,1.8,Fresh Food
3483,2015-03-20,137,3,male cosmetics,10.6,Personal Care
3883,2015-10-05,2,3,whole milk,1.8,Dairy
2474,2015-02-09,27,1,coffee,8.5,Beverages
3148,2015-03-09,18,3,yogurt,2.2,Dairy
1767,2015-10-24,4,3,other vegetables,0.8,Fresh Food
4601,2015-07-22,5,2,rolls/buns,1.2,Bakery & Sweets
3181,2015-03-22,101,3,canned fish,2.1,Frozen & Processed Food
2261,2015-04-11,66,3,onions,1.3,Fresh Food
1656,2015-02-14,5,3,rolls/buns,1.2,Bakery & Sweets
4134,2015-05-05,3,1,pip fruit,3.0,Fresh Food
2254,2015-01-21,88,1,house keeping products,8.5,Household & Hygiene
1517,2015-08-01,5,1,rolls/buns,1.2,Bakery & Sweets
2176,2015-08-06,20,3,brown bread,0.8,Bakery & Sweets
4255,2015-09-02,1,3,tropical fruit,7.8,Fresh Food
1780,2015-09-21,18,1,yogurt,2.2,Dairy
1275,2015-10-18,53,1,specialty chocolate,18.8,Bakery & Sweets
2159,2015-04-30,84,3,female sanitary products,2.5,Personal Care
4153,2015-07-27,5,3,rolls/buns,1.2,Bakery & Sweets
1553,2015-07-21,76,2,sliced cheese,4.2,Dairy
2072,2015-11-28,4,1,other vegetables,0.8,Fresh Food
2964,2015-02-05,59,3,hard cheese,4.5,Dairy
3974,2015-03-05,76,1,sliced cheese,4.2,Dairy
4848,2015-10-14,25,1,canned beer,1.1,Beverages
1605,2015-07-06,142,1,seasonal products,5.4,Specialty & Seasonal
2082,2015-11-23,69,2,domestic eggs,1.25,Fresh Food
2477,2015-06-04,3,3,pip fruit,3.0,Fresh Food
1508,2015-03-10,50,3,bottled beer,1.8,Beverages
2682,2015-06-16,38,1,soda,0.8,Beverages
1012,2015-03-27,2,3,whole milk,1.8,Dairy
3591,2015-09-02,44,2,newspapers,3.2,Specialty & Seasonal
2004,2015-01-08,4,1,other vegetables,0.8,Fresh Food
4272,2015-03-22,2,2,whole milk,1.8,Dairy
1900,2015-09-24,18,2,yogurt,2.2,Dairy
3483,2015-11-22,1,3,tropical fruit,7.8,Fresh Food
4686,2015-09-14,4,3,other vegetables,0.8,Fresh Food
3757,2015-06-24,44,2,newspapers,3.2,Specialty & Seasonal
3484,2015-10-10,37,3,herbs,6.5,Fresh Food
4314,2015-05-02,83,2,white bread,0.3,Bakery & Sweets
1204,2015-07-23,3,2,pip fruit,3.0,Fresh Food
1355,2015-03-28,38,1,soda,0.8,Beverages
3463,2015-05-16,49,2,beverages,1.1,Beverages
3548,2015-03-19,2,2,whole milk,1.8,Dairy
2271,2015-01-02,129,3,mayonnaise,1.8,Specialty & Seasonal
2275,2015-05-19,71,1,shopping bags,5.12,Household & Hygiene
1275,2015-07-16,2,3,whole milk,1.8,Dairy
4577,2015-11-04,22,1,root vegetables,1.8,Fresh Food
2286,2015-11-21,2,3,whole milk,1.8,Dairy
4287,2015-08-06,22,2,root vegetables,1.8,Fresh Food
1781,2015-06-06,16,1,butter milk,6.1,Dairy
2840,2015-08-07,5,1,rolls/buns,1.2,Bakery & Sweets
2585,2015-02-13,2,1,whole milk,1.8,Dairy
2958,2015-01-27,1,1,tropical fruit,7.8,Fresh Food
3788,2015-02-16,38,3,soda,0.8,Beverages
3061,2015-12-05,70,3,margarine,3.5,Pantry Staples
1531,2015-01-19,62,1,pickled vegetables,2.7,Fresh Food
3451,2015-08-31,16,1,butter milk,6.1,Dairy
3119,2015-06-28,40,1,grapes,9.4,Fresh Food
4015,2015-03-27,4,3,other vegetables,0.8,Fresh Food
2869,2015-04-29,45,1,curd,9.8,Dairy
4814,2015-02-12,38,1,soda,0.8,Beverages
2978,2015-11-25,4,1,other vegetables,0.8,Fresh Food
4789,2015-04-09,61,3,liquor,8.5,Beverages
2151,2015-08-03,70,2,margarine,3.5,Pantry Staples
2390,2015-08-21,4,2,other vegetables,0.8,Fresh Food
3634,2015-12-02,129,3,mayonnaise,1.8,Specialty & Seasonal
3394,2015-12-13,5,2,rolls/buns,1.2,Bakery & Sweets
1874,2015-06-08,35,1,sugar,1.2,Bakery & Sweets
4671,2015-08-01,2,1,whole milk,1.8,Dairy
3647,2015-03-03,4,3,other vegetables,0.8,Fresh Food
1275,2015-02-17,66,3,onions,1.3,Fresh Food
3306,2015-09-28,18,2,yogurt,2.2,Dairy
1087,2015-03-19,3,2,pip fruit,3.0,Fresh Food
3210,2015-12-23,1,1,tropical fruit,7.8,Fresh Food
1136,2015-01-03,16,3,butter milk,6.1,Dairy
3050,2015-06-21,17,2,bottled water,0.5,Beverages
4406,2015-02-01,2,2,whole milk,1.8,Dairy
4277,2015-08-09,22,1,root vegetables,1.8,Fresh Food
2500,2015-12-06,12,1,fruit/vegetable juice,2.1,Beverages
4704,2015-08-19,2,1,whole milk,1.8,Dairy
4470,2015-12-23,74,1,whipped/sour cream,5.5,Dairy
4747,2015-08-24,78,2,baking powder,1.8,Pantry Staples
2550,2015-04-20,32,3,red/blush wine,12.2,Beverages
4783,2015-10-10,45,3,curd,9.8,Dairy
2117,2015-11-07,24,1,pastry,3.1,Bakery & Sweets
4510,2015-09-03,76,1,sliced cheese,4.2,Dairy
4258,2015-12-11,80,2,salty snack,0.5,Snacks
3535,2015-01-18,24,1,pastry,3.1,Bakery & Sweets
3095,2015-08-16,15,3,specialty bar,5.2,Bakery & Sweets
4625,2015-04-07,46,1,pasta,3.1,Pantry Staples
2014,2015-06-23,18,3,yogurt,2.2,Dairy
1677,2015-12-09,3,1,pip fruit,3.0,Fresh Food
4743,2015-07-04,69,1,domestic eggs,1.25,Fresh Food
4212,2015-03-31,4,3,other vegetables,0.8,Fresh Food
1087,2015-08-14,6,2,pot plants,3.5,Household & Hygiene
3682,2015-10-12,17,2,bottled water,0.5,Beverages
2406,2015-03-10,5,1,rolls/buns,1.2,Bakery & Sweets
3915,2015-01-21,59,1,hard cheese,4.5,Dairy
1901,2015-05-04,11,3,butter,3.2,Dairy
4992,2015-05-23,114,3,napkins,21.8,Household & Hygiene
4308,2015-04-07,38,1,soda,0.8,Beverages
1566,2015-06-05,2,3,whole milk,1.8,Dairy
2839,2015-10-31,2,2,whole milk,1.8,Dairy
4666,2015-10-19,16,2,butter milk,6.1,Dairy
2325,2015-04-16,38,3,soda,0.8,Beverages
4238,2015-03-08,3,3,pip fruit,3.0,Fresh Food
1983,2015-05-20,56,3,white wine,14.2,Beverages
4798,2015-11-21,71,2,shopping bags,5.12,Household & Hygiene
3703,2015-06-16,38,1,soda,0.8,Beverages
1456,2015-07-19,2,3,whole milk,1.8,Dairy
3309,2015-09-02,28,3,misc. beverages,1.2,Beverages
1983,2015-08-09,24,3,pastry,3.1,Bakery & Sweets
2676,2015-04-07,44,1,newspapers,3.2,Specialty & Seasonal
1017,2015-09-30,51,3,dessert,1.15,Bakery & Sweets
3793,2015-08-07,2,3,whole milk,1.8,Dairy
1609,2015-05-03,114,2,napkins,21.8,Household & Hygiene
3459,2015-01-23,1,3,tropical fruit,7.8,Fresh Food
1192,2015-01-09,142,2,seasonal products,5.4,Specialty & Seasonal
3044,2015-01-05,17,1,bottled water,0.5,Beverages
3661,2015-11-27,28,3,misc. beverages,1.2,Beverages
1188,2015-01-09,5,3,rolls/buns,1.2,Bakery & Sweets
1865,2015-08-02,3,2,pip fruit,3.0,Fresh Food
1692,2015-06-28,38,1,soda,0.8,Beverages
3577,2015-05-12,5,1,rolls/buns,1.2,Bakery & Sweets
4951,2015-03-13,1,2,tropical fruit,7.8,Fresh Food
1714,2015-08-02,5,1,rolls/buns,1.2,Bakery & Sweets
1610,2015-05-26,22,1,root vegetables,1.8,Fresh Food
4652,2015-04-08,108,1,zwieback,12.3,Snacks
4020,2015-04-11,50,1,bottled beer,1.8,Beverages
2633,2015-11-27,44,1,newspapers,3.2,Specialty & Seasonal
4305,2015-07-24,27,1,coffee,8.5,Beverages
2416,2015-02-15,18,1,yogurt,2.2,Dairy
3124,2015-04-09,2,1,whole milk,1.8,Dairy
1422,2015-05-31,41,3,processed cheese,6.4,Dairy
2101,2015-01-07,69,2,domestic eggs,1.25,Fresh Food
2876,2015-10-30,3,1,pip fruit,3.0,Fresh Food
2684,2015-01-11,5,2,rolls/buns,1.2,Bakery & Sweets
2377,2015-04-16,11,1,butter,3.2,Dairy
2394,2015-02-17,45,1,curd,9.8,Dairy
4320,2015-01-13,47,3,popcorn,2.4,Bakery & Sweets
1009,2015-10-05,18,2,yogurt,2.2,Dairy
1460,2015-01-13,4,2,other vegetables,0.8,Fresh Food
1821,2015-04-20,75,3,frozen vegetables,2.5,Frozen & Processed Food
3182,2015-10-15,108,3,zwieback,12.3,Snacks
1526,2015-11-26,2,2,whole milk,1.8,Dairy
2070,2015-07-16,73,1,oil,3.4,Pantry Staples
2534,2015-05-18,38,1,soda,0.8,Beverages
3794,2015-04-28,17,2,bottled water,0.5,Beverages
1405,2015-02-28,2,1,whole milk,1.8,Dairy
4544,2015-01-07,2,3,whole milk,1.8,Dairy
2494,2015-06-10,70,3,margarine,3.5,Pantry Staples
3322,2015-02-02,58,3,ice cream,1.8,Frozen & Processed Food
3655,2015-02-16,11,2,butter,3.2,Dairy
2918,2015-04-08,4,2,other vegetables,0.8,Fresh Food
2584,2015-03-31,2,2,whole milk,1.8,Dairy
2212,2015-04-16,24,1,pastry,3.1,Bakery & Sweets
3176,2015-08-01,77,2,dish cleaner,2.5,Household & Hygiene
4564,2015-06-13,3,2,pip fruit,3.0,Fresh Food
4556,2015-08-17,16,3,butter milk,6.1,Dairy
4573,2015-10-10,2,1,whole milk,1.8,Dairy
2781,2015-04-10,60,1,cream cheese,6.3,Dairy
3316,2015-01-03,2,3,whole milk,1.8,Dairy
1827,2015-05-02,74,1,whipped/sour cream,5.5,Dairy
4889,2015-02-03,69,2,domestic eggs,1.25,Fresh Food
3548,2015-06-01,5,1,rolls/buns,1.2,Bakery & Sweets
2736,2015-07-17,8,3,beef,19.5,Fresh Food
4927,2015-10-19,38,1,soda,0.8,Beverages
3214,2015-12-22,22,3,root vegetables,1.8,Fresh Food
3275,2015-06-18,4,2,other vegetables,0.8,Fresh Food
2909,2015-05-08,27,2,coffee,8.5,Beverages
4226,2015-12-06,69,3,domestic eggs,1.25,Fresh Food
1622,2015-03-11,5,2,rolls/buns,1.2,Bakery & Sweets
1395,2015-10-12,44,2,newspapers,3.2,Specialty & Seasonal
2938,2015-06-06,46,1,pasta,3.1,Pantry Staples
3674,2015-08-13,18,2,yogurt,2.2,Dairy
2063,2015-11-08,76,3,sliced cheese,4.2,Dairy
4214,2015-10-07,7,2,citrus fruit,1.5,Fresh Food
3042,2015-01-16,33,1,frozen potato products,3.0,Frozen & Processed Food
3877,2015-09-17,38,3,soda,0.8,Beverages
2168,2015-11-25,5,2,rolls/buns,1.2,Bakery & Sweets
1503,2015-05-12,74,2,whipped/sour cream,5.5,Dairy
2769,2015-04-23,91,2,frozen dessert,2.8,Frozen & Processed Food
4933,2015-02-27,6,3,pot plants,3.5,Household & Hygiene
3082,2015-05-22,2,1,whole milk,1.8,Dairy
1422,2015-01-01,30,3,turkey,12.5,Fresh Food
3139,2015-02-26,75,3,frozen vegetables,2.5,Frozen & Processed Food
2200,2015-03-08,7,1,citrus fruit,1.5,Fresh Food
4670,2015-08-31,22,3,root vegetables,1.8,Fresh Food
2053,2015-09-21,18,3,yogurt,2.2,Dairy
4847,2015-02-03,76,2,sliced cheese,4.2,Dairy
